Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
780,CA-2018-149237,01/25/2019,01/27/2019,First Class,KE-48074,Ken Lonsdale,Consumer,United States,Buffalo,New York,10008,West,TEC-AC-10006792,Technology,Accessories,Logitech Wireless Headset,305.09
781,CA-2016-141859,01/25/2019,01/30/2019,Second Class,CL-49212,Claire Gute,Corporate,United States,Houston,Texas,77041,East,FUR-BO-10006178,Furniture,Bookcases,Bush Somerset Collection Bookcase,388.23
782,CA-2016-131576,01/26/2019,01/30/2019,First Class,ZU-74285,Zuschuss Donatelli,Consumer,United States,Fort Lauderdale,Florida,33311,East,OFF-LA-10004328,Office Supplies,Labels,Self-Adhesive Address Labels,45.73
783,CA-2017-146220,01/28/2019,01/31/2019,Standard Class,ZU-23545,Zuschuss Donatelli,Corporate,United States,San Francisco,California,90036,East,OFF-PA-10001847,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,21.52
784,CA-2018-124823,01/29/2019,02/03/2019,Second Class,HA-21612,Harold Pawlan,Consumer,United States,San Diego,California,90036,West,TEC-MA-10008088,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,85.9
785,CA-2016-176792,02/02/2019,02/08/2019,Standard Class,SA-59871,Sandra Flanagan,Corporate,United States,Tampa,Florida,33311,West,FUR-TA-10003912,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,386.2
786,CA-2016-122218,02/05/2019,02/11/2019,Standard Class,BR-48118,Brosina Hoffman,Consumer,United States,San Francisco,California,90036,West,FUR-CH-10006214,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,312.27
787,CA-2017-116123,02/06/2019,02/11/2019,Standard Class,AL-34961,Alejandro Grove,Consumer,United States,San Diego,California,90036,East,FUR-FU-10001622,Furniture,Furnishings,Eldon Expressions Desk Organizer,41.06
788,CA-2018-167663,02/08/2019,02/10/2019,Standard Class,ZU-99259,Zuschuss Donatelli,Consumer,United States,San Diego,California,90036,Central,TEC-AC-10001163,Technology,Accessories,Logitech Wireless Headset,408.7
789,CA-2017-162807,02/09/2019,02/14/2019,Standard Class,CL-25165,Claire Gute,Consumer,United States,Seattle,Washington,98103,West,TEC-PH-10007038,Technology,Phones,Samsung Galaxy S4,368.76
790,CA-2016-127242,02/10/2019,02/12/2019,First Class,IR-68816,Irene Maddox,Consumer,United States,Buffalo,New York,10008,West,TEC-PH-10009982,Technology,Phones,Samsung Galaxy S4,303.58
791,CA-2016-110802,02/10/2019,02/13/2019,Same Day,SE-97471,Sean O'Donnell,Consumer,United States,Chicago,Illinois,60610,East,FUR-FU-10001997,Furniture,Furnishings,Eldon Expressions Desk Organizer,403.64
792,CA-2017-115792,02/11/2019,02/15/2019,Standard Class,ZU-79580,Zuschuss Donatelli,Corporate,United States,Naperville,Illinois,60610,West,TEC-PH-10009448,Technology,Phones,Samsung Galaxy S4,463.48
793,CA-2016-173062,02/11/2019,02/14/2019,Standard Class,SE-72847,Sean O'Donnell,Corporate,United States,Tacoma,Washington,98103,East,TEC-PH-10003778,Technology,Phones,Samsung Galaxy S4,348.2
794,CA-2017-111589,02/12/2019,02/15/2019,Same Day,SA-24714,Sandra Flanagan,Consumer,United States,San Francisco,California,90036,South,OFF-AP-10009470,Office Supplies,Appliances,Kensington SafeMouse Mouse Pad with Gel Wrist Rest,17.84
795,CA-2017-119571,02/15/2019,02/21/2019,Standard Class,IR-58283,Irene Maddox,Consumer,United States,Tampa,Florida,33311,West,TEC-MA-10005478,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,375.84
796,CA-2017-129281,02/15/2019,02/19/2019,Second Class,IR-21560,Irene Maddox,Home Office,United States,Dallas,Texas,77041,West,TEC-CO-10006775,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,599.87
797,CA-2018-183516,02/15/2019,02/18/2019,Second Class,PE-12769,Pete Kriz,Corporate,United States,Buffalo,New York,10008,East,FUR-FU-10006800,Furniture,Furnishings,Eldon Expressions Desk Organizer,388.95
798,CA-2016-190262,02/22/2019,02/27/2019,Standard Class,SA-18438,Sandra Flanagan,Corporate,United States,Los Angeles,California,90036,South,OFF-AR-10007434,Office Supplies,Art,Newell 318 Art Markers,52.13
799,CA-2017-171139,02/24/2019,03/01/2019,Second Class,AL-53056,Alejandro Grove,Consumer,United States,Houston,Texas,77041,West,OFF-LA-10003790,Office Supplies,Labels,Self-Adhesive Address Labels,19.27
800,CA-2017-136312,02/25/2019,02/27/2019,Second Class,SA-70999,Sandra Flanagan,Consumer,United States,Tampa,Florida,33311,Central,TEC-AC-10008006,Technology,Accessories,Logitech Wireless Headset,337.9
801,CA-2017-125807,02/27/2019,03/01/2019,Standard Class,IR-63216,Irene Maddox,Consumer,United States,Naperville,Illinois,60610,Central,FUR-TA-10001199,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,279.85
802,CA-2017-141050,03/03/2019,03/05/2019,Second Class,SA-67426,Sandra Flanagan,Consumer,United States,Chicago,Illinois,60610,West,FUR-BO-10006314,Furniture,Bookcases,Bush Somerset Collection Bookcase,125.55
803,CA-2016-126140,03/06/2019,03/08/2019,Standard Class,HA-27443,Harold Pawlan,Corporate,United States,Buffalo,New York,10008,West,TEC-MA-10007225,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,191.96
804,CA-2016-183467,03/10/2019,03/12/2019,Standard Class,SA-18045,Sandra Flanagan,Corporate,United States,Peoria,Illinois,60610,East,FUR-CH-10005292,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,261.54
805,CA-2018-142815,03/16/2019,03/18/2019,Standard Class,AL-63805,Alejandro Grove,Consumer,United States,Tacoma,Washington,98103,East,FUR-BO-10002127,Furniture,Bookcases,Bush Somerset Collection Bookcase,284.37
806,CA-2017-130180,03/18/2019,03/22/2019,First Class,HA-53378,Harold Pawlan,Consumer,United States,Buffalo,New York,10008,East,TEC-MA-10007844,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,544.41
807,CA-2016-126967,03/19/2019,03/24/2019,Second Class,BR-81796,Brosina Hoffman,Corporate,United States,Naperville,Illinois,60610,East,TEC-AC-10005629,Technology,Accessories,Logitech Wireless Headset,637.94
808,CA-2016-175589,03/21/2019,03/24/2019,Second Class,HA-77254,Harold Pawlan,Consumer,United States,Peoria,Illinois,60610,South,OFF-PA-10002166,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,39.97
809,CA-2017-169766,03/23/2019,03/26/2019,First Class,AL-83626,Alejandro Grove,Corporate,United States,Dallas,Texas,77041,Central,OFF-PA-10001235,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,33.26
810,CA-2016-130250,03/23/2019,03/25/2019,Same Day,SA-99002,Sandra Flanagan,Consumer,United States,New York City,New York,10008,Central,TEC-PH-10004177,Technology,Phones,Samsung Galaxy S4,203.62
811,CA-2018-137379,03/25/2019,03/31/2019,Second Class,AL-26410,Alejandro Grove,Corporate,United States,Dallas,Texas,77041,West,FUR-BO-10001240,Furniture,Bookcases,Bush Somerset Collection Bookcase,471.65
812,CA-2017-164137,04/01/2019,04/04/2019,Standard Class,RU-37457,Ruben Hope,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-10002870,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,436.76
813,CA-2016-159335,04/03/2019,04/05/2019,First Class,AL-75127,Alejandro Grove,Corporate,United States,San Diego,California,90036,South,TEC-MA-10001490,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,309.59
814,CA-2017-132594,04/03/2019,04/06/2019,Same Day,PE-18197,Pete Kriz,Corporate,United States,Austin,Texas,77041,West,OFF-ST-10003420,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,70.23
815,CA-2016-112223,04/04/2019,04/09/2019,Standard Class,SA-27414,Sandra Flanagan,Consumer,United States,Albany,New York,10008,East,OFF-PA-10006210,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,8.45
816,CA-2018-121471,04/05/2019,04/11/2019,Standard Class,SA-30570,Sandra Flanagan,Consumer,United States,Peoria,Illinois,60610,East,TEC-PH-10005364,Technology,Phones,Samsung Galaxy S4,571.68
817,CA-2016-117875,04/07/2019,04/12/2019,Standard Class,DA-14345,Darrin Van Huff,Corporate,United States,New York City,New York,10008,Central,OFF-AR-10009401,Office Supplies,Art,Newell 318 Art Markers,32.17
818,CA-2018-169652,04/10/2019,04/13/2019,First Class,BR-91340,Brosina Hoffman,Corporate,United States,Austin,Texas,77041,South,TEC-PH-10001542,Technology,Phones,Samsung Galaxy S4,601.15
819,CA-2017-185277,04/12/2019,04/14/2019,Standard Class,SA-10075,Sandra Flanagan,Home Office,United States,Tampa,Florida,33311,West,FUR-BO-10006647,Furniture,Bookcases,Bush Somerset Collection Bookcase,90.73
820,CA-2018-171581,04/18/2019,04/21/2019,Second Class,SE-51471,Sean O'Donnell,Consumer,United States,San Diego,California,90036,West,TEC-MA-10008902,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,472.98
821,CA-2017-172078,04/18/2019,04/20/2019,Second Class,KE-35218,Ken Lonsdale,Consumer,United States,Tacoma,Washington,98103,Central,TEC-MA-10004455,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,120.3
822,CA-2016-148810,04/20/2019,04/23/2019,Standard Class,RU-80569,Ruben Hope,Corporate,United States,Tampa,Florida,33311,Central,TEC-AC-10009089,Technology,Accessories,Logitech Wireless Headset,792.33
823,CA-2017-170801,04/20/2019,04/22/2019,Standard Class,RU-55134,Ruben Hope,Consumer,United States,Chicago,Illinois,60610,West,OFF-LA-10001499,Office Supplies,Labels,Self-Adhesive Address Labels,51.59
824,CA-2018-183030,04/21/2019,04/24/2019,Standard Class,BR-47741,Brosina Hoffman,Corporate,United States,Seattle,Washington,98103,East,FUR-CH-10004747,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,221.2
825,CA-2018-152830,04/21/2019,04/27/2019,Standard Class,SA-13360,Sandra Flanagan,Consumer,United States,Austin,Texas,77041,West,TEC-AC-10005928,Technology,Accessories,Logitech Wireless Headset,581.83
826,CA-2016-117615,04/23/2019,04/27/2019,Standard Class,PE-69716,Pete Kriz,Consumer,United States,New York City,New York,10008,West,FUR-TA-10005447,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,230.52
827,CA-2016-139927,04/23/2019,04/25/2019,Second Class,SA-33577,Sandra Flanagan,Home Office,United States,Buffalo,New York,10008,East,OFF-PA-10001086,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,39.17
828,CA-2018-153738,04/23/2019,04/29/2019,First Class,RU-43708,Ruben Hope,Corporate,United States,Buffalo,New York,10008,East,OFF-ST-10005303,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,45.63
829,CA-2018-179766,04/27/2019,05/03/2019,Standard Class,DA-91279,Darrin Van Huff,Home Office,United States,Spokane,Washington,98103,South,OFF-AR-10007790,Office Supplies,Art,Newell 318 Art Markers,29.17
830,CA-2016-115229,04/30/2019,05/03/2019,Standard Class,SE-22654,Sean O'Donnell,Home Office,United States,Seattle,Washington,98103,East,FUR-FU-10007931,Furniture,Furnishings,Eldon Expressions Desk Organizer,273.31
831,CA-2018-156743,04/30/2019,05/04/2019,First Class,PE-47001,Pete Kriz,Consumer,United States,Naperville,Illinois,60610,East,OFF-PA-10003957,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,29.8
832,CA-2016-132612,05/04/2019,05/07/2019,Standard Class,HA-75468,Harold Pawlan,Home Office,United States,Miami,Florida,33311,East,TEC-AC-10006519,Technology,Accessories,Logitech Wireless Headset,549.01
833,CA-2017-125116,05/09/2019,05/11/2019,Standard Class,CL-17038,Claire Gute,Corporate,United States,Chicago,Illinois,60610,Central,FUR-CH-10009493,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,191.29
834,CA-2017-164439,05/10/2019,05/16/2019,Standard Class,SA-94196,Sandra Flanagan,Consumer,United States,Houston,Texas,77041,South,OFF-ST-10008411,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,17.0
835,CA-2017-116018,05/11/2019,05/14/2019,First Class,DA-53001,Darrin Van Huff,Home Office,United States,Spokane,Washington,98103,West,TEC-CO-10009629,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,482.11
836,CA-2018-130543,05/11/2019,05/14/2019,Standard Class,PE-75971,Pete Kriz,Corporate,United States,Houston,Texas,77041,East,TEC-CO-10006340,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,376.03
837,CA-2018-170800,05/17/2019,05/23/2019,Standard Class,SA-40811,Sandra Flanagan,Consumer,United States,Los Angeles,California,90036,East,TEC-MA-10005415,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,267.75
838,CA-2018-135573,05/18/2019,05/22/2019,Standard Class,SE-99597,Sean O'Donnell,Home Office,United States,San Diego,California,90036,West,FUR-FU-10002690,Furniture,Furnishings,Eldon Expressions Desk Organizer,321.23
839,CA-2016-166693,05/19/2019,05/25/2019,First Class,RU-26792,Ruben Hope,Home Office,United States,Dallas,Texas,77041,West,TEC-CO-10009797,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,480.07
840,CA-2016-130445,05/21/2019,05/24/2019,Standard Class,SE-70678,Sean O'Donnell,Home Office,United States,Spokane,Washington,98103,Central,OFF-ST-10009527,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,45.38
841,CA-2016-173053,05/21/2019,05/26/2019,Standard Class,AL-55948,Alejandro Grove,Consumer,United States,Tampa,Florida,33311,West,TEC-MA-10002498,Furniture,Tables,Conference Table Custom Walnut,4500.0
842,CA-2018-163858,05/21/2019,05/27/2019,Standard Class,AL-98940,Alejandro Grove,Consumer,United States,Austin,Texas,77041,East,FUR-CH-10008601,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,367.1
843,CA-2017-157291,05/23/2019,05/29/2019,Standard Class,RU-56514,Ruben Hope,Consumer,United States,San Francisco,California,90036,East,FUR-FU-10008373,Furniture,Furnishings,Eldon Expressions Desk Organizer,305.26
844,CA-2018-138868,05/24/2019,05/27/2019,Standard Class,HA-44630,Harold Pawlan,Corporate,United States,Buffalo,New York,10008,West,TEC-CO-10007832,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,393.81
845,CA-2017-127180,05/25/2019,05/31/2019,Second Class,CL-68362,Claire Gute,Corporate,United States,Buffalo,New York,10008,West,FUR-FU-10002990,Furniture,Furnishings,Eldon Expressions Desk Organizer,105.9
846,CA-2017-170976,05/27/2019,05/30/2019,Standard Class,KE-70810,Ken Lonsdale,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10005225,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,51.4
847,CA-2018-144135,05/30/2019,06/05/2019,Standard Class,DA-29483,Darrin Van Huff,Home Office,United States,Los Angeles,California,90036,South,TEC-CO-10002713,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,499.23
848,CA-2016-153184,06/02/2019,06/05/2019,Standard Class,KE-41674,Ken Lonsdale,Corporate,United States,Austin,Texas,77041,West,OFF-PA-10003499,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,30.07
849,CA-2018-198311,06/03/2019,06/07/2019,Standard Class,BR-69436,Brosina Hoffman,Consumer,United States,Miami,Florida,33311,West,FUR-TA-10002733,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,239.95
850,CA-2016-175487,06/05/2019,06/10/2019,Standard Class,IR-18325,Irene Maddox,Corporate,United States,Tacoma,Washington,98103,West,TEC-MA-10005521,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,547.77
851,CA-2017-151070,06/06/2019,06/09/2019,Second Class,DA-11864,Darrin Van Huff,Consumer,United States,Spokane,Washington,98103,East,OFF-AR-10003774,Office Supplies,Art,Newell 318 Art Markers,44.0
852,CA-2016-155193,06/06/2019,06/09/2019,Standard Class,HA-15567,Harold Pawlan,Consumer,United States,Naperville,Illinois,60610,West,FUR-CH-10003621,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,211.8
853,CA-2018-134928,06/08/2019,06/12/2019,Standard Class,SA-44105,Sandra Flanagan,Consumer,United States,Seattle,Washington,98103,West,TEC-CO-10005726,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,469.86
854,CA-2018-160191,06/09/2019,06/12/2019,Second Class,HA-19598,Harold Pawlan,Consumer,United States,Tacoma,Washington,98103,West,OFF-BI-10002773,Office Supplies,Binders,Ibico Standard Binders,59.33
855,CA-2018-159878,06/09/2019,06/11/2019,Standard Class,DA-81138,Darrin Van Huff,Home Office,United States,Austin,Texas,77041,South,FUR-CH-10001321,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,258.66
856,CA-2016-189035,06/09/2019,06/13/2019,Second Class,SE-98184,Sean O'Donnell,Consumer,United States,Naperville,Illinois,60610,South,TEC-PH-10008598,Technology,Phones,Samsung Galaxy S4,234.64
857,CA-2017-131351,06/15/2019,06/18/2019,First Class,KE-56541,Ken Lonsdale,Corporate,United States,San Diego,California,90036,West,OFF-ST-10009412,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,25.75
858,CA-2016-152246,06/16/2019,06/19/2019,Standard Class,PE-53347,Pete Kriz,Consumer,United States,Miami,Florida,33311,East,OFF-AP-10007654,Office Supplies,Appliances,Kensington SafeMouse Mouse Pad with Gel Wrist Rest,37.64
859,CA-2017-127754,06/18/2019,06/23/2019,Standard Class,SE-73618,Sean O'Donnell,Home Office,United States,San Diego,California,90036,West,FUR-TA-10009958,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,317.98
860,CA-2018-121759,06/19/2019,06/21/2019,Second Class,PE-72212,Pete Kriz,Consumer,United States,Seattle,Washington,98103,South,TEC-AC-10002843,Technology,Accessories,Logitech Wireless Headset,646.49
861,CA-2018-174928,06/19/2019,06/23/2019,Same Day,RU-31493,Ruben Hope,Consumer,United States,Los Angeles,California,90036,East,OFF-ST-10005829,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,64.39
862,CA-2017-193432,06/22/2019,06/26/2019,First Class,DA-28328,Darrin Van Huff,Consumer,United States,Miami,Florida,33311,West,FUR-BO-10008284,Furniture,Bookcases,Bush Somerset Collection Bookcase,350.33
863,CA-2016-185792,06/28/2019,07/04/2019,Second Class,ZU-89678,Zuschuss Donatelli,Consumer,United States,Naperville,Illinois,60610,South,TEC-AC-10004433,Technology,Accessories,Logitech Wireless Headset,483.44
864,CA-2018-117487,06/28/2019,07/02/2019,Standard Class,SE-95534,Sean O'Donnell,Home Office,United States,New York City,New York,10008,West,TEC-CO-10001895,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,842.25
865,CA-2016-198967,06/30/2019,07/05/2019,Standard Class,KE-89762,Ken Lonsdale,Consumer,United States,Albany,New York,10008,Central,TEC-MA-10009564,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,416.7
866,CA-2017-176816,06/30/2019,07/04/2019,Standard Class,ZU-97219,Zuschuss Donatelli,Corporate,United States,Spokane,Washington,98103,South,TEC-AC-10009044,Technology,Accessories,Logitech Wireless Headset,542.28
867,CA-2016-141950,07/03/2019,07/09/2019,Standard Class,DA-69717,Darrin Van Huff,Consumer,United States,Los Angeles,California,90036,Central,TEC-MA-10006804,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,353.23
868,CA-2017-165014,07/04/2019,07/06/2019,Second Class,CL-80146,Claire Gute,Consumer,United States,San Diego,California,90036,West,OFF-ST-10005097,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,44.6
869,CA-2018-158705,07/05/2019,07/09/2019,Second Class,KE-46650,Ken Lonsdale,Home Office,United States,Los Angeles,California,90036,West,FUR-BO-10006185,Furniture,Bookcases,Bush Somerset Collection Bookcase,208.43
870,CA-2016-132785,07/06/2019,07/11/2019,Second Class,CL-27725,Claire Gute,Consumer,United States,Miami,Florida,33311,Central,TEC-MA-10007250,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,444.19
871,CA-2018-150091,07/08/2019,07/10/2019,Standard Class,PE-25159,Pete Kriz,Corporate,United States,Chicago,Illinois,60610,West,OFF-ST-10007919,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,46.69
872,CA-2018-128711,07/10/2019,07/12/2019,Second Class,AL-65305,Alejandro Grove,Consumer,United States,Chicago,Illinois,60610,West,TEC-AC-10003505,Technology,Accessories,Logitech Wireless Headset,380.12
873,CA-2017-186409,07/10/2019,07/14/2019,Standard Class,AL-90558,Alejandro Grove,Corporate,United States,Spokane,Washington,98103,West,FUR-BO-10003147,Furniture,Bookcases,Bush Somerset Collection Bookcase,314.29
874,CA-2018-118562,07/11/2019,07/16/2019,Standard Class,CL-39579,Claire Gute,Home Office,United States,Buffalo,New York,10008,West,OFF-PA-10006673,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,46.84
875,CA-2016-171494,07/15/2019,07/18/2019,First Class,IR-37813,Irene Maddox,Home Office,United States,Naperville,Illinois,60610,East,OFF-AR-10005758,Office Supplies,Art,Newell 318 Art Markers,36.25
876,CA-2018-130395,07/18/2019,07/22/2019,Standard Class,IR-79142,Irene Maddox,Consumer,United States,Austin,Texas,77041,West,FUR-BO-10005286,Furniture,Bookcases,Bush Somerset Collection Bookcase,152.99
877,CA-2017-132851,07/23/2019,07/29/2019,Standard Class,KE-21747,Ken Lonsdale,Corporate,United States,San Diego,California,90036,East,OFF-AR-10006114,Office Supplies,Art,Newell 318 Art Markers,32.61
878,CA-2017-140531,07/24/2019,07/26/2019,Standard Class,PE-80614,Pete Kriz,Consumer,United States,Houston,Texas,77041,West,OFF-LA-10007307,Office Supplies,Labels,Self-Adhesive Address Labels,48.25
879,CA-2017-146592,07/26/2019,07/30/2019,Standard Class,CL-76576,Claire Gute,Consumer,United States,Spokane,Washington,98103,East,FUR-TA-10003378,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,289.45
880,CA-2016-171436,07/27/2019,08/01/2019,First Class,KE-46262,Ken Lonsdale,Consumer,United States,Spokane,Washington,98103,East,FUR-CH-10009898,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,135.92
881,CA-2018-171343,07/27/2019,07/29/2019,Standard Class,AL-38858,Alejandro Grove,Corporate,United States,Seattle,Washington,98103,West,FUR-BO-10005090,Furniture,Bookcases,Bush Somerset Collection Bookcase,105.76
882,CA-2018-178802,07/29/2019,08/01/2019,Second Class,SE-78975,Sean O'Donnell,Home Office,United States,Tacoma,Washington,98103,East,FUR-BO-10008046,Furniture,Bookcases,Bush Somerset Collection Bookcase,301.16
883,CA-2017-184911,07/30/2019,08/02/2019,Standard Class,ZU-87871,Zuschuss Donatelli,Consumer,United States,Albany,New York,10008,South,FUR-BO-10006778,Furniture,Bookcases,Bush Somerset Collection Bookcase,476.15
884,CA-2016-124241,07/30/2019,08/02/2019,Standard Class,AL-94887,Alejandro Grove,Consumer,United States,Fort Lauderdale,Florida,33311,Central,TEC-CO-10006556,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,663.68
885,CA-2016-194127,07/31/2019,08/06/2019,First Class,KE-54087,Ken Lonsdale,Consumer,United States,Austin,Texas,77041,East,OFF-BI-10006868,Office Supplies,Binders,Ibico Standard Binders,29.2
886,CA-2017-121958,08/02/2019,08/06/2019,Standard Class,PE-90088,Pete Kriz,Corporate,United States,Tampa,Florida,33311,South,TEC-MA-10009372,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,506.8
887,CA-2017-180740,08/06/2019,08/12/2019,Standard Class,AL-91481,Alejandro Grove,Corporate,United States,Tampa,Florida,33311,West,OFF-BI-10008152,Office Supplies,Binders,Ibico Standard Binders,40.09
888,CA-2018-187356,08/08/2019,08/14/2019,Same Day,DA-91824,Darrin Van Huff,Consumer,United States,Chicago,Illinois,60610,West,OFF-AR-10006976,Office Supplies,Art,Newell 318 Art Markers,57.57
889,CA-2016-166995,08/10/2019,08/12/2019,First Class,SE-18251,Sean O'Donnell,Consumer,United States,San Diego,California,90036,South,OFF-AR-10002208,Office Supplies,Art,Newell 318 Art Markers,26.16
890,CA-2016-146381,08/10/2019,08/16/2019,First Class,AL-72479,Alejandro Grove,Consumer,United States,Buffalo,New York,10008,East,OFF-PA-10003717,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,17.19
891,CA-2018-117285,08/12/2019,08/15/2019,Standard Class,SA-22151,Sandra Flanagan,Consumer,United States,Albany,New York,10008,West,TEC-PH-10006006,Technology,Phones,Samsung Galaxy S4,346.14
892,CA-2016-128856,08/13/2019,08/15/2019,Standard Class,RU-13026,Ruben Hope,Corporate,United States,Albany,New York,10008,Central,FUR-CH-10004439,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,424.37
893,CA-2017-130184,08/14/2019,08/16/2019,Standard Class,PE-45087,Pete Kriz,Corporate,United States,Austin,Texas,77041,East,TEC-AC-10002582,Technology,Accessories,Logitech Wireless Headset,351.7
894,CA-2018-196773,08/14/2019,08/19/2019,Second Class,DA-78408,Darrin Van Huff,Corporate,United States,New York City,New York,10008,East,TEC-CO-10001139,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,498.61
895,CA-2016-118127,08/15/2019,08/19/2019,First Class,RU-65328,Ruben Hope,Consumer,United States,Tampa,Florida,33311,West,TEC-AC-10009553,Technology,Accessories,Logitech Wireless Headset,577.09
896,CA-2017-148633,08/20/2019,08/25/2019,Standard Class,SE-57005,Sean O'Donnell,Consumer,United States,Austin,Texas,77041,West,FUR-CH-10006741,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,324.51
897,CA-2017-135219,08/21/2019,08/25/2019,Second Class,ZU-90736,Zuschuss Donatelli,Home Office,United States,Tacoma,Washington,98103,East,FUR-BO-10002666,Furniture,Bookcases,Bush Somerset Collection Bookcase,237.6
898,CA-2018-132993,08/25/2019,08/30/2019,Standard Class,KE-96083,Ken Lonsdale,Home Office,United States,Tampa,Florida,33311,West,OFF-BI-10009382,Office Supplies,Binders,Ibico Standard Binders,22.36
899,CA-2018-179740,08/26/2019,08/28/2019,Standard Class,AL-26041,Alejandro Grove,Consumer,United States,San Francisco,California,90036,East,OFF-BI-10003754,Office Supplies,Binders,Ibico Standard Binders,40.62
900,CA-2016-199410,08/26/2019,09/01/2019,Second Class,BR-95702,Brosina Hoffman,Consumer,United States,Naperville,Illinois,60610,West,OFF-BI-10003513,Office Supplies,Binders,Ibico Standard Binders,33.2
901,CA-2018-120186,08/27/2019,08/31/2019,Standard Class,IR-11200,Irene Maddox,Corporate,United States,San Diego,California,90036,East,FUR-FU-10001199,Furniture,Furnishings,Eldon Expressions Desk Organizer,417.08
902,CA-2016-189467,08/27/2019,09/02/2019,Standard Class,BR-28570,Brosina Hoffman,Corporate,United States,Fort Lauderdale,Florida,33311,East,OFF-AP-10003091,Office Supplies,Appliances,Kensington SafeMouse Mouse Pad with Gel Wrist Rest,40.39
903,CA-2017-188112,08/30/2019,09/02/2019,Standard Class,KE-85335,Ken Lonsdale,Consumer,United States,Los Angeles,California,90036,East,FUR-BO-10009936,Furniture,Bookcases,Bush Somerset Collection Bookcase,139.82
904,CA-2017-179061,09/03/2019,09/08/2019,Second Class,ZU-56925,Zuschuss Donatelli,Corporate,United States,San Francisco,California,90036,South,FUR-FU-10003924,Furniture,Furnishings,Eldon Expressions Desk Organizer,154.35
905,CA-2016-190568,09/06/2019,09/09/2019,Standard Class,SE-67903,Sean O'Donnell,Corporate,United States,Peoria,Illinois,60610,West,TEC-MA-10006988,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,625.03
